id,title,overview,rating,poster
271110,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",7.446,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg
1433027,Entity Within,"In 1974 LA suburbs, a single mom faces violent attacks by an invisible entity. When no one believes her, she seeks help from paranormal investigators, sparking a notorious documented supernatural case.",0.0,/vtAwChm2ye3LLhVxwaq6rygpw78.jpg
1058155,Testament,A retired archivist is annoyed and confused by a group of protestors who are angered by a mural inside the retirement home where he resides that glorifies colonialism.,6.7,/9LApt8YBzKlQpAnHnKFpVjEpphx.jpg
280678,The False Prince,"The Sultan awaits the arrival of his son, Prince Omar, who has brought up in a distant land. The master tailor and his assistances are making clothes for the prince. Labakan, the most gifted of his assistances, craves to be a Sovereign's heir so he steals the princely garments snd poses as the Sultan's son.",8.0,/pOh8dc8ct1Yf4bLmFKpxcJZLpO9.jpg
1453505,Shola Bai,"An innocent village girl dreams of exploring the city. She's abducted and raped by a lecherous man, transforming her into the feared dacoit Sholabai. She brutally kills her rapist, vowing to never tolerate injustice against women.",0.0,/qvXf8oAdC7p8CVZmFo8eG6if4qE.jpg
1257009,Primitive War,"During the Vietnam War, a recon unit ventures to an isolated jungle valley to uncover the fate of a missing platoon. They soon find themselves in a fight for their lives against an unexpected enemy — prehistoric dinosaurs.",6.6,/fZnY97zAyATRH50Q1I92fQy1hUg.jpg
109907,Hate Story,Journalist Kavya Krishna loves tycoon Siddharth - who uses and abuses her. How far will Kavya go to get revenge?,5.2,/ncpbVw0I5rzbfMJvHIAqmZuHkg5.jpg
1497746,Solidarity,"A cross-cultural look at the immigrant experience in Los Angeles, through the parallel lives of a Mexican seamstress and a Lithuanian butcher.",0.0,/9TbylJkFdJc0MbFKaktt7LQNATm.jpg
14161,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",5.868,/c2PkTPT5D9zB8SIm5wNlDAANEqM.jpg
575264,Mission: Impossible - Dead Reckoning Part One,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",7.508,/NNxYkU70HPurnNCSiCjYAmacwm.jpg
992819,Angshuman MBA,"Friends often mock ‘Angshuman’ about the family business. So he will do something new with a master’s degree in commerce. He also started a break-up company accordingly! This organization helps to end the long-running conflict between boyfriend and girlfriend or husband and wife. That is, it causes separation!",0.0,/33MEoC2GhS4bxFd2XnQljLb9zgm.jpg
1336234,Toxic Harmony,"After parting from her girl group, a singer finds both fame and danger after capturing the attention of a powerful but mysterious record label exec.",6.0,/6mJYWaEDzQRnRtkeToHZcRkINu9.jpg
9487,A Bug's Life,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",6.974,/Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg
489,Good Will Hunting,"Will Hunting is a headstrong, working-class genius who is failing the lessons of life. After one too many run-ins with the law, Will's last chance is a psychology professor, who might be the only man who can reach him.",8.158,/z2FnLKpFi1HPO7BEJxdkv6hpJSU.jpg
1327690,One Mile: Chapter Two,"Former special forces operative Danny is forced back onto a remote island when a violent, secretive community takes revenge by abducting his daughter Alex, launching a relentless hunt against enemies prepared for his every move.",7.221,/3sjc9qXXmQoUWKQ3qIjS1nZaUJy.jpg
496756,Radio Love,"A thirty-six year old radio show host embarks on a cross-continent search to find herself, in the process discovering that her sex is ""stuck"" and waging a valiant effort to release it while simultaneously accomplishing her many unmet goals in life. Carolina (Beatriz Rico is in her mid-thirties, and her life is falling apart fast: not only has annoying blonde Lula (Imma del Moral) been recruited to take over the show that Carolina created, but the besieged hostess is beginning to feel that time is running out for her to chase down the dreams of her forgotten youth. In search of guidance, Carolina turns to openly gay carpentry shop owner Compass Rose (Jorge Luis Gonazáles). Compass is Carolina's best friend, and while his advice often veers towards the hysterical side, the two quickly hatch a plan to travel to India in search of a guru.",2.0,/oRUyJ83bv8wQtZn3LnL78cApDcm.jpg
51876,Limitless,The life of an unsuccessful writer is transformed by a top-secret 'smart drug' that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life.,7.195,/kCokPP4WCQRrrAuZ7FcpIyHr8b2.jpg
106346,The Terrorists,"When a Congressman's soldier son is gunned down in Germany, Military Investigator James Luke (Marland Proctor) is sent to solve the crime. Getting grief from his CO, Luke teams up with German cop Paul Steger (Hans Grabinger), who is not known for his subtlety with crooks (he kills them). The duo eventually uncover a radical terrorist organization led by a guy named The Professor who are planning to assassinate Jimmy Carter when he arrives in Munich.",5.0,
514029,Las marginadas,"Four women-one an alcoholic, one a former prostitute, one whose age hasn't forgiven her, and another whose boyfriend has dumped her-join forces to overcome their problems and find happiness.",2.0,/7rODQqBHZKu66OqN4aqJtjpJCkK.jpg
1426964,State of Fear,"As São Paulo erupts in an unprecedented wave of violence, a lawyer with underworld ties must strike a deal with the police to rescue her kidnapped niece.",5.38,/3Eaqedg8MAlnP51GYY8MCSIdTnV.jpg
730721,Surviving Supercon,"Have you ever wondered what it would be like to put on a major fan convention, the likes of San Diego Comic Con or MegaCon? Well, look no further as director Steven Shea trains a surprising lens on all the backstage triumph and tragedy it takes to pull off South Florida’s gigantic Florida Supercon. Surviving Supercon follows owner Mike Broder and his wife and partner Sandy Martin—a “mom & pop” duo—who launched the convention in 2006, inspired by Atlanta’s DragonCon and Orlando’s Spooky Empire, as they run their four-day convention over a weekend of monumental victories and disasters. From crazy celebrity stories, to amazing connections in the wake of unsuspecting tragedy, plus inept security teams and anarchic attendees, the film is a love letter to all the passion and madness it takes to brave a sea of Harley Quinns and deliver a seemingly flawless weekend to the tens of thousands of guests who cross the threshold into a convention center where dreams are made.",0.0,/pPhbKNHLTkYQxqT1jLZB99UxkiO.jpg
90888,Monster High,"Two high school goofs steal an explosive device from another world that has been hidden on earth, and an alien named Mr. Armageddon is sent to retrieve it from them.",4.5,/syF3SMcAc6ku9y08QCSvyLFtYPU.jpg
543593,Mutant Blast,"Maria, a fearless soldier, and TS-347, a man with superhuman strength, are being pursued by a military cell responsible for scientific experiments that have resulted in a zombie apocalypse. On the way, they will meet Pedro, a man with few ambitions and a great hangover. Together, they will try to escape to a safe place, but complications will cross their paths in the form of a nuclear bomb.",5.9,/mlpCYl0WgPy7toZFDIFrbGESEdK.jpg
527059,Ovidie,"Ovidie is a nineteen years old X actress. For a year, I accompanied her on film shootings and in her private life. With her, I question the different modes of relation to others : the touch, the language, the complexity of relationships when work, sex, love and friendship coexist.",0.0,/a0wVg3V9u2F0w5x16gbn96S010X.jpg
475557,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",8.127,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg
1507671,Leviathan,"Why is social trust breaking down, and how do we find it again? This is the question at the heart of Leviathan. Directed and produced by Alexander Beiner, it draws on sociology, myth, psychology, economics and systems theory to delve into the deep code of culture and make sense of the times we live in. It’s a journey that invites the viewer to confront the shadows lurking at the heart of our systems, and points the way toward hope, healing and action.",8.0,/sI0wfY5atlUhcq5TFWB9QG7lB50.jpg
710002,Squatters Rights,A land grabbing robber baron attempts to chase a man and his daughter off their rightful property when he realizes a railroad will soon be going through their ranch.,0.0,/psnE5PVuGAzMHfrYDD57WpX9J28.jpg
411709,Torn Allegiance,Piet du Bois is a miner who wants to buy a farm. He meets a Bushman and his wife buying their land and expelling after. The Bushman exposes a legend about a fabulous hidden treasure.,0.0,/yxg5UKX317oN1PUqRhSdR7mwmpY.jpg
944828,Lucile,A royal love triangle leads to heartbreak for all until 25 years hence all is made right for their descendants.,0.0,/b55Y3oq4XRW6UuuFesHrZlwikai.jpg
262705,Marumunai,"Kathir (Maruthi), a medical college student from a poor family, falls in love with Charumathi (Mrudhula Bhaskar), a rich girl. As expected, their parents oppose their love and as a result, the young couple decide to die together if they can't live together. They elope with the intention of committing suicide. But when the time comes, only Charu takes the extreme step. Kathir refrains for a reason...",4.0,
263988,Camelot,"When King Gerlach dies, he asks Merlin the Magician to care for Baby Arthur and do his best to see that when Arthur is grown, he takes his rightful place as King. Despite Arthur's entreaties to Merlin to let him become his apprentice, Merlin insists that there are more important things in store for him. When Merlin nominates Cynthia as his new apprentice, Arthur leaves in search of his destiny. Soon after, he is captured by the evil Sir Baldrick and left in a dungeon to be devoured by a dragon. Fortunately, Cynthia, using her magic powers and guile, frees Arthur in time for him to go to Stonehenge and compete with the Knights of the Realm who try to pull the sword from the stone to become King. Of course, Arthur easily removes the sword and is crowned the new King.",0.0,/pZ5RuGpXVdAE33GazuwusccBosF.jpg
1525441,Naše léto,,0.0,
1525077,Gravidade,"In an ancient family mansion, mother Sydia and daughter Nina spend a tense night of isolation just as a solar storm threatens to collapse the Earth’s gravity. What begins as a fraught domestic moment quickly shifts when a mysterious visitor, Lara, arrives, and the house’s long‑missing employee, Joana, returns with disturbing news from the outside world. As the cosmic and terrestrial crises gather, the four women are forced to face buried secrets, generational trauma and shifting power dynamics. Their physical refuge becomes a battleground of psychological and symbolic upheaval, where the end of the world becomes mirror to the end of the old order — and perhaps the beginning of something new.",0.0,/6LQnEGLZtrdo65jqes3Tel9faYv.jpg
595566,Hedonist Hypnotist,,0.0,/hKXbjAMjU4TqrAfvxkQxOVrNLPz.jpg
88534,Avé,"While hitchhiking from Sofia to Ruse, Kamen meets Avé, a 17-year-old runaway girl. With each ride they hitch, Avé invents new identities for them, and her compulsive lies get Kamen deeper and deeper into trouble. Reluctantly drawn into this adventure, Kamen begins to fall in love with the fleeting Avé.",6.8,/cvS3zRsGyGvluaBAp5aGCPX9wkh.jpg
366269,Satan Lives,"From Texas to the Vatican, Satan Lives meets with Satanists, exorcists, cult icons - believers and non-believers alike - to ask why in the age of reason the Devil remains so powerful and seductive.",0.0,/9hpCz9u6ptNnnhTudyptwHPjvWW.jpg
3209,No Telling,"Happy couple Geoffrey and Lillian move out to a rural country location so Geoffrey can concentrate on his work. Shutting himself off in a shed out back, Geoffrey is slowly consumed by his work as well as his impending madness.",5.7,/xsC9C3xJ9LDVDub6abOz83DeJa8.jpg
534071,Damaged Love,"Determined to land Jim as her husband, footloose Nita contrives to get herself pregnant by him. This film is lost.",0.0,/rqBY5Cr3OXvqgXCcJriuznTVkzA.jpg
284594,Space Wolf,Some troubled youth go into the woods with their counselor for some counseling.  An extra-terrestrial werewolf from space shows up and begins killing them.,2.0,/ndvM5GXndAAJKxMtJ0mx7Z6Z6kZ.jpg
465062,Chassé-croisé,"Passionate about music, Julien nevertheless works with a sculptor. One day, he meets young Hermine at a religious bookseller.",2.0,/vRrMimhhrQypMR6rCnhtRTiPP8e.jpg
689418,Fast Forward,Life is too short... no time to waste.,5.3,/sq561yZfVAm3Y5IL0A8Klt2RFei.jpg
1177317,Être elles,Joanne finds a way to be another woman - and so do all the others.,0.0,
120,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",8.429,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg
496756,Radio Love,"A thirty-six year old radio show host embarks on a cross-continent search to find herself, in the process discovering that her sex is ""stuck"" and waging a valiant effort to release it while simultaneously accomplishing her many unmet goals in life. Carolina (Beatriz Rico is in her mid-thirties, and her life is falling apart fast: not only has annoying blonde Lula (Imma del Moral) been recruited to take over the show that Carolina created, but the besieged hostess is beginning to feel that time is running out for her to chase down the dreams of her forgotten youth. In search of guidance, Carolina turns to openly gay carpentry shop owner Compass Rose (Jorge Luis Gonazáles). Compass is Carolina's best friend, and while his advice often veers towards the hysterical side, the two quickly hatch a plan to travel to India in search of a guru.",2.0,/oRUyJ83bv8wQtZn3LnL78cApDcm.jpg
48309,Prison,"After Charles Forsyth was sent to the electric chair for a crime he didn't commit, he forever haunts the prison where he was executed. Flash forward several years when the prison is reopened, under the control of its new warden Eaton Sharpe, a former security guard who framed Charlie. When prisoners are ordered to break down the wall to the execution room, they unknowingly release the angry spirit of Charles Forsyth, a powerful being distributing his murderous rage to all, leading up to the Warden himself.",5.761,/bB6iCnYO1dlVA1kZp04acFyXTpg.jpg
262612,Alibi,An industrialist's wife was killed and now her lover is accused of murder.,6.0,/jDBb9hylVosA2GZgojLElqf24il.jpg
537804,Pamana,,0.0,/spAmLWzeE7g834Cb3BBaCcs3w00.jpg
493293,Hold Still,"The city editor refuses to give Anne a reporter's job. Two photographers have failed to get a picture of Senator Hangnail, and Anne is promised a job if she succeeds. She gets into the senator's house and is suspected of being a mafia black-hand terrorist. Escaping that, she manages to snap several pictures but, when they are developed, she has photographed everything by the senator's face. The senator has hired a couple of bodyguards to protect him the the 'black-hand' woman, and takes them to eat at a café. She poses as a waitress and gets the picture. She is offered the job but her boyfriend, Jimmie, says he will have to get another girl to be his wife, and she turns down the job.",0.0,
1536679,Perfect Strangers,"On the evening of a total eclipse of the moon, seven close friends gather for a dinner party. One of the friends, a relationship therapist says that she is convinced that many couples would separate if they saw the messages on each other's phones. As the friends debate this contention, they agree - some of them reluctantly - to play a game. They will each place their phone on the table and they will share their messages and calls with the rest of the group.",7.0,/9ystlquLNlRSviKBTTVIf3L82h5.jpg
62329,Shootfighter II,"In this martial-arts actioner, Miami mobsters find themselves in mortal danger after an angry police chief hires the world's most vicious fighters and uses them to launch a city-wide vendetta",5.679,/s7NTQD72ZV5Y5hTPdNjBnhqJR1o.jpg
1455748,Diabolique 3,"Relying on the iconography specific to the 1990s, with the wonder drug Viagra and erotic phone lines of the ""8989"" type in their place, ""Diabolique 3"" is a fantasy farce about a dysfunctional couple's relationship. The wife is the one who takes the initiative, although her best and cosmopolitan friend advises her to leave her dull, conformist and, above all, sexually apathetic husband.",0.0,/pB4nUwxQr3CMJaRx0jD75ao4E2x.jpg
1013230,Switch,"In this pilot film that led to the series, an ex-con and a retired cop, partners in a private investigation agency, try to prove that a safecracker has been framed for a diamond robbery.",0.0,/rZDRmc1Evs38wqFg09Zj3UCy8Mn.jpg
747201,Common Decency,Beth wasn't invited to Joe's wedding. Beth wants an apology.,10.0,/1PGwg2yVVKhDsg8NiTR6ah02oNK.jpg
1246330,Homo/Minéral,,0.0,
1301871,Asfalt Rıza,,3.8,/vC7viPuC8kqJ80w8X1Uk7mj9gzP.jpg
1292220,Lovesick,A country-western balladeer reflects on the one who got away.,0.0,/eKBpnFHpcKAMzEyqD5qfuiphkhe.jpg
1505952,Daada,"A landlord kills Ganga's father for disobeying him, which compels Ganga to kill him in revenge. He later joins a group of people that fight against anti-social elements.",0.0,/cPFN3CQT1oKBWSEkxGw9Z1Tm3wa.jpg
1228827,Mastiii 4,Three frustrated husbands seek freedom from their dull marriages. A wild idea promises escape and excitement. But what follows is anything but expected.,6.273,/99rpDOk540UDaCMlJSonpSvQCPm.jpg
980477,Ne Zha 2,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.",8.112,/cb5NyNrqiCNNoDkA8FfxHAtypdG.jpg
885316,Mu,"An experimental art film shot in Tokyo, Japan, ‘Mu’ combines black and white footage with a bespoke poem written by poet Shuya Masuda (inspired in part by the poem ‘Nu’ written by Ryuichi Tamura, ‘Mu’ literally meaning nothing, zero, void) alongside visuals inspired by photographer Daido Moriyama and a textured performance interlude by Japanese rapper Jin Dogg. In its sum, this film creates the physical manifestation of the imagined characters director Taichi Kimura has written in his previous film ‘Lost Youth’ and in his feature currently in development, ‘Neon’.",0.0,/yd7YrThI0DfYZctaIvu6nzLgqHe.jpg
735757,Roya,"Roya, a traditional Iranian-American mother, freaks out when her daughter dyes her hair blue right before an engagement party.",0.0,/nUnOGaQhToEcIuqcGXodQwCq6Zu.jpg
718022,The Hex,"A grieving British girl unravels her murdered mother's secrets connected to a South African witch doctor's curse. She wants to put an end to this haunting hex by traveling to South Africa, but instead it casts her deeper into sinister depths.",5.632,/2b2d6i3LZHRaGUwIGcw4h1Wecz6.jpg
1480857,Headless,"A rudderless hitchhiker and a driven woman avenging her family’s death must stop a motorcycle-riding semi-immortal ghoul that feeds off the carnage it causes on desert highways by decapitating it and getting its head far enough away, long enough, from its relentlessly pursuant still-living body.",0.0,/q8qAVVGGNhJhyEzv9IqixMXF1YS.jpg
1058155,Testament,A retired archivist is annoyed and confused by a group of protestors who are angered by a mural inside the retirement home where he resides that glorifies colonialism.,6.7,/9LApt8YBzKlQpAnHnKFpVjEpphx.jpg
68123,Boarding School,This film tells the story about a group of girls at an exclusive German girls boarding school. Across the lake is an exclusive boys boarding school...,4.0,/cdLGfBDjvBDA5gvaRrOxlH5RSb0.jpg
444932,Cannibal Sacrifice,"Jesse is a cannibal whose sister is awaiting a heart transplant. Unbeknownst to her, hospital administrator Sandy has sold her sister’s place in line to a man named Jake. When Jesse is told that the heart is no longer available, and then learns her sister has died, she freaks out and goes after the people responsible for her sister’s death.",0.0,
288813,The Day Laborers,Los Jornaleros presents the interwoven stories of three young Hispanic men who come to this country to pursue te American dream and instead end up struggling as day-laborers.,5.5,/k6I1CrgrS3KVOCt2HxwzqD0RbPt.jpg
628617,Strange Agent,"This is a thriller based on a theatre play by Horia Lovinescu - „Omul care şi-a pierdut omenia” (The Man Who Lost His Humanity) with elements of adventure, suspense and confrontations between good and evil.",5.0,/b6twGNzplPRBpmPGPmvhiUyYVjt.jpg
380411,Darbe,"The film, which brings Turkey's recent political agenda to the big screen, highlights the effects of recent events on the present day and their traces in political life. The coup, which took place on February 7, 2012, when Hakan Fidan, the Undersecretary of the National Intelligence Organization (MİT), was summoned for questioning as a suspect in the KCK investigation, centers on the causes and consequences of the MİT crisis. The film will also address the placement of listening devices, known as ""bugs,"" in the offices of some high-ranking officials, including the prime minister.",3.3,/4UM8xry5UzJbYefVlZDAic9wYbk.jpg
360504,Mirror,"Depicts Romania during World War II, focusing on the Royal Coup that toppled Ion Antonescu, the Axis-allied Conducător and authoritarian Prime Minister. Focused around the August 23rd 1944 coup against Marshal Antonescu, the movie also tackles other topics from the same era such as the Iron Guard rebellion and the execution of political leaders by communists.",6.4,/9xDNKpWJ3DatwKCSX1F0v3SbITR.jpg
1213027,Heavier,"After a tragic night in the city, lovers, friends and family are forced to take on the dominating forces. Many are left to choose life or death.",0.0,/fpElIFl7S3tgCzQSQqrnzbrGhBC.jpg
420817,Aladdin,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,7.087,/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg
1067619,Bad Manners,,0.0,/1nwXOoKABY8uKXnrakaMPOkfevT.jpg
1498675,The Victim,"When kidnappers abduct his teenage daughter, Sue, industrialist Vincent Craig could easily raise the ransom money. But Craig intends to do things his own way. He believes he knows who is behind the kidnapping--and that the motives are personal, not financial.",0.0,
288639,Die Verführbaren,"1929: Marie Lehning, a farm worker from Warmsdorf on the Baltic Sea, falls in love with the fisherman's son Mingo. Both complete an apprenticeship in Lübeck. Marie wants to become a seamstress, Mingo a carpenter. After their first night of love, they swear eternal fidelity. But Marie has to return to the village, her mother is ill and her siblings are unprovided for. She starts working as a maid on a farm. Unexpectedly, she meets the young Kurt Meier from Berlin, whom she knows from before.",0.0,/cr66hImFW5eIQDTD8CzbQ4aoK8Q.jpg
517222,Der Spitzbubenhof,,0.0,
1600028,A Father's Miracle,"After being falsely accused of a terrible crime, Hector, a man with a neurological disability, goes to a secret prison. His goodness conquers the prisoners, who plan to prove their innocence.",7.975,/heC13pt4SV7y3HF5lWNzf0u729j.jpg
564777,Bust,"A close up head and shoulders of David Wojnarowicz, is the only image. He speaks with characteristic candor and ferocity about his experience being a person with AIDS.",0.0,/zYLa8SFBBhfc2k8sedkMtk2aqK7.jpg
986800,Sucker,Chris is an Atlantic City go go boy with a little something extra to share...,0.0,/8XGtLyzjPAGgBgjHIDGSiAFcWc7.jpg
260989,The High Wall,"Jitka is a 12-year-old girl who feels the first stirring of love. She becomes friends with a young man who is hospitalized with paralysis. Jitka visits the man every day and witnesses his slow recovery, but she is unaware that she could have deeper feelings for him.",6.2,/mHwZOxM25wnnHEnuIoH7HfcRPrT.jpg
510061,Luisa Spagnoli,"This is a true story of Luisa Spagnoli who was an Italian businesswoman, famous for creating a women's fashion store and the chocolate brand, Perugia. The show is a romantic telling of her life. Considering that women were not involved in business, it is an amazing story of someone way ahead of her time.",7.714,/3X9cwLwHNKOw5Y5kmxeYAhVCjUl.jpg
346556,Swordbearer,Swordbearer is a fantasy thriller directed by Stephen Zimmer,0.0,
1316346,O Vet!,"Lisa van Rhyn is an overweight journalist, sent by the Christian magazine she works for to a weight loss group to do a story on true beauty. At the fat camp, she begins to question everything she ever thought she knew about love when she falls for someone with a similar weight problem. Lisa also realises that the scale God weighs people with is more important than physical scales.",0.0,/pHx6TWzxO0670maaPSgtXvnDdQ2.jpg
259340,Pune Via Bihar,The story of Pune via Bihar has the two states of Maharashtra and Bihar in the backdrop. The film is about the difference of opinion between two cultures. It does not make any political statement and is basically a love-story that depicts the bloodless struggle of a couple to unite with each other,0.0,/lBhdY5vjUlpozT3n2KF4mofOevW.jpg
402943,Little Girls and High Finance,"A low level official and a prostitute both try to commit suicide and fail, afterwards he becomes a pimp and the prostitutes take over the country.",6.5,/lXN1WWuLzHakPOcjkoxaIalq8vi.jpg
62326,Boudica,"The Celtic queen who shook the Roman Empire. Boudica is one of history’s first and fiercest women warriors. Sickened by ceaseless war, the king of the Iceni accepts a treaty with the Romans in exchange for his tribe’s continued independence. But oppressively high taxes impoverish the tribe and soon the Romans want something more — slaves. Refusing to submit, the Romans, led by the greedy and psychotic Emperor Nero, move to crush the Iceni and control their lands. Drawing on the strength of her warriors, mystical druidic powers, and her own pain, Boudica unites the historically fractious tribes of Briton to unleash a stunning onslaught on the Roman colonial camps. The ferocity of Boudica’s attacks will shake the foundations of the Roman empire and make her a legend.",4.654,/c1w5oJIViN7vqv5GJF3cyQmHiZn.jpg
733571,Mundane,A series of mundane things happen to a family while in the quarantine. Inspired by the works of Alfred Hitchcock.,7.0,/x0V3hxlYmC0qgXgXXx578YKfF82.jpg
1503064,Fatal Identity,"An 20 year old woman uses a fake ID to get into a bar, unfortunately for her the name on the ID is that of a wanted criminal which attracts unwanted and dangerous attention.",5.5,/kkdkJH9p6g351uOjP4leVYtNTYu.jpg
522469,Computer Ghosts,"A security company conjures up fake computer-generated ""ghosts"" so they can buy abandoned property at below-market value at auctions. However, a mysterious couple appear out of seemingly nowhere to thwart the company's plans.",2.6,/oxHmg0lU5BJR4sQQzj9YsxRkRpd.jpg
1036285,Zeitzünder,,0.0,
24140,The Butcher,A politically naive Viennese butcher manages to survive the Nazi occupation of Austria and the second world war.,7.7,/6HB0mCr0RWqCFxSQfnulq70r261.jpg
1517358,Barry Brown,Barry Brown is a cheesy stripper who still thinks it's 'cool' to take his clothes off in-front of screaming Hen Doo's girls. But when he is faced with being a tribute act will he be able to pull it off.,0.0,
508274,All Together,"Juan, a young guitarrist that has inherited his father's business, meets Sofía, a girl who's about to get married. Together they start a road trip through Northern Chile, where they could seek answers to their destinies.",9.5,
1493010,Quasi Vera,,0.0,
1212121,Latin Blood – The Ballad of Ney Matogrosso,"From a repressive childhood to artistic revolution, Ney Matogrosso transforms Brazil's stages — and himself — through music, creativity and inner fire.",8.116,/uk2g9LNwSHEsDjwTEBLNb38kcRM.jpg
806647,The Living Man,"A melancholic comedy dealing with the question „What is freedom?"" and focusing on a man who, after a series of big disappointments, is now trying to regain his own.",0.0,/mgexGVzgcVKth6Vs4i8CYbVxYCd.jpg
664259,Molten Landscape,3D Eternalism film by Ken Jacobs,0.0,
68718,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",8.187,/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg
476132,Roberto Devereux,"A lyric tragedy in three acts by Gaetano Donizetti, libretto by Salvatore Cammarano. Roberto Devereux was composed in the summer of 1837, the year, according to biographers, in which Donizetti seems to have suffered most, having lost his third son and his adored wife Virginia Vasselli. The opera made its debut at the San Carlo Theatre in Naples on October 28th in the same year and was a great success. The rehearsals of the original performance were postponed for a month due to censorship of the decapitation scene of the leading actor.",1.0,/cOCjDdrUMYgak7vd9C9lEs7LbOu.jpg
261800,Manohara,"Manohara produced by M. Somasundaram. The Sivaji Ganesan-L. V. Prasad production was distinct, becoming a cult classic. Karunanidhi virtually rewrote Mudaliar’s play, introducing interesting changes like the climactic sequence for which he drew inspiration from “Samson and Delilah”, especially the part where the blind Samson pushes the pillars down. Mu. Karunanidhi’s writing was superb with a contemporary touch. His dialogue had punch, satire, wit and humour. Sivaji Ganesan was excellent in his dialogue delivery and P. Kannamba who played the queen mother was equally brilliant. Her line, ‘Poruthathu podhum, pongi ezhu, maganey’, became quite famous.",0.0,/xKXq56DJ3yy5TAuf5LqIGmwuXB1.jpg
1160053,Wine Club,A couple elopes to wine country and stumble upon a vineyard where they hope to get some nice wedding photos. But they quickly realize that there's something very different about the vineyard's wine club.,0.0,/a2cObCoRtjmkFeLevtGpX73odOi.jpg
425760,Blood Mercury,"A renegade federal agent confiscates a deadly chemical warfare virus and attempts to make it to a safe house where a scientist vows to destroy it. In the meantime, black ops agents are dispatched to hunt down the agent and retrieve the governments investment at all costs.",1.667,/3kceJeQIzHrFYkQCGCLyZNqG4lP.jpg
546898,Shadow Fighter,"A homeless ex-boxer and an inner-city kid's unlikely bond, helps them face their future, while fighting the tragedy from their past!",4.6,/nrAMBDxUr6Lw9Ovb7YAoCX4ReHT.jpg
1516699,Kadambari,"A timeless tale of fated love and reincarnation. Two cursed ascetics are reborn as Chandrapid and Mahasweta, destined to navigate trials, past lives, and celestial intrigues to finally unite in a love that transcends time and death. It's a grand drama where destiny, desire, and divine intervention intertwine!",0.0,/gpQT2ePDWjxiP76t0JvXWC3aOmw.jpg
628976,Haunted,A nocturnal nightmare for the necrophile in us all,0.0,
96149,Anamika,"A self proclaimed misogynistic writer rescues an injured woman who suffers from amnesia but claims to be his wife. In the process of finding out her real identity, he falls in love with her.",6.5,/rY3iXVIRZUre4PfZ1BS8pfA0kNA.jpg
324117,Tangled Fortunes,A gang of crooks kills a gold miner while trying to find out the location of the mine. They then terrorize the miner's son to get him to reveal the mine's location.,0.0,/so1fmpFVmfIlsxJPTnwATnGsztF.jpg
27877,Zombie Bloodbath,A meltdown at a nuclear power plant turns a bunch of folks into lethal shambling flesh-eating zombies who go on a gory rampage.,5.3,/hmIKJvHVPGJ0gmZXfM1ADDe38KH.jpg
